Time            fiSYS fiDIA fiMAP  HR   IBI  SV    CO   EJT    TPR Artifact Zao   Cwk Height
s                mmHg  mmHg  mmHg bpm     s  ml   lpm     s     MU _TPSROD2 mMU    MU   mmHg
0,000           [Res] 21071400  
0,000           [Res] 03492009  
0,000           [Res] BF v3.7   
0,000           [Res] BEATF-MF-2
0,000           [Res] BFmf32-2ch
0,000           [Res] mf-vs-3.21
0,000           [Res] TNOsamples
0,000           [Res] un-delayed
0,000           [Res] sfreq100Hz
0,000           [Res] preschan=1
0,000           [Res] p-site=FIN
0,000           [Res] unfiltered
0,000           [Por] Finger fixed, cuff C2
0,000           [Res] lvl-as-is-
0,000           [Res] calibration 100,0, at 12:56:57.000
0,000           [Res] Start sampling at 12:56:57.00
0,000           [Por] Male     34 y 168 cm  78 kg
0,000           [Res] Female   24 y 160 cm  55 kg
0,000           [Res] hitechan=2
0,000           [Res] markchan=0
0,000           [Res] select=EJT
0,745           [Por] Physiocal  on, Hgt off, C2
14,810            113    56    74  62 0,970  69  4,29 0,360  1,027 11001000  72  1,97    127
15,780            118    57    76  60 1,000  80  4,77 0,370  0,949 10000000  72  1,97    127
16,780            118    58    72  51 1,170  77  3,98 0,350  1,089 10000000  71  1,97    127
17,950            119    55    73  54 1,120  83  4,45 0,380  0,980 10000000  73  1,97    127
19,070            114    54    71  57 1,050  75  4,25 0,360  0,995 10000000  73  1,97    127
20,120            113    54    71  56 1,080  79  4,36 0,380  0,970 10000000  73  1,97    127
21,200            111    54    71  59 1,010  75  4,46 0,370  0,955 10000000  73  1,97    127
22,210            110    55    71  57 1,060  74  4,18 0,380  1,022 10000000  72  1,97    127
23,270            115    56    73  59 1,010  73  4,36 0,370  1,008 10000000  72  1,97    127
24,280            118    58    73  56 1,080  73  4,07 0,370  1,079 10100000  71  1,97    127
25,360            118    58    73  54 1,120  73  3,92 0,370  1,121 10100000  71  1,97    127
26,480            118    58    73  61 0,990  73  4,43 0,370  0,992 10100000  71  1,97    127
27,470            121    55    72  54 1,110  75  4,04 0,390  1,065 10100000  72  1,97    127
28,580            117    55    70  54 1,110  71  3,83 0,380  1,096 10001000  72  1,97    127
29,690            115    54    70  57 1,050  69  3,92 0,350  1,067 10001000  73  1,97    127
30,740            117    54    69  53 1,130  76  4,04 0,370  1,028 10000000  73  1,97    127
31,870            114    53    69  58 1,040  77  4,41 0,370  0,942 10000000  73  1,97    127
32,910            112    54    67  56 1,070  69  3,88 0,360  1,032 10000000  73  1,97    127
33,980            114    53    68  54 1,110  77  4,17 0,380  0,978 10000000  73  1,97    127
35,090            111    52    67  57 1,050  72  4,10 0,380  0,984 10001000  74  1,97    127
36,140            111    53    68  56 1,070  74  4,12 0,380  0,986 10000000  73  1,97    127
37,210            111    53    68  59 1,010  74  4,37 0,380  0,930 10100000  73  1,97    127
38,220            111    53    68  50 1,190  74  3,71 0,380  1,095 10100000  73  1,97    127
39,410            111    53    68  60 1,000  74  4,41 0,380  0,921 10100000  73  1,97    127
40,410            113    54    69  59 1,020  65  3,81 0,370  1,090 10100000  73  1,97    127
41,430            111    54    67  59 1,020  61  3,58 0,350  1,118 10000000  73  1,97    127
42,450            113    52    68  56 1,080  69  3,84 0,390  1,054 10000000  74  1,97    127
43,530            111    52    68  61 0,980  68  4,15 0,370  0,975 10000000  74  1,97    127
44,510            112    53    67  57 1,050  73  4,13 0,370  0,976 10000000  73  1,97    127
45,560            111    52    68  59 1,010  74  4,39 0,370  0,925 10000000  74  1,97    127
46,570            109    52    66  58 1,040  67  3,87 0,370  1,015 10000000  74  1,97    127
47,610            109    51    66  54 1,110  75  4,04 0,380  0,980 10000000  74  1,96    127
48,720            106    50    66  59 1,010  69  4,12 0,370  0,961 10000000  75  1,96    127
49,730            104    52    66  58 1,040  69  3,98 0,370  0,994 10100000  74  1,97    127
50,770            104    52    66  59 1,010  69  4,12 0,370  0,961 10100000  74  1,97    127
51,780            104    52    66  54 1,110  69  3,74 0,370  1,058 10100000  74  1,97    127
52,890            105    51    67  55 1,090  64  3,49 0,370  1,147 10100000  74  1,96    127
53,980            109    52    68  56 1,070  65  3,63 0,380  1,128 10000000  74  1,97    127
55,050            111    55    69  57 1,060  63  3,57 0,370  1,159 10000000  72  1,97    127
56,110            108    53    69  64 0,940  62  3,95 0,360  1,040 10000000  73  1,97    127
57,050            112    55    71  59 1,020  69  4,04 0,360  1,047 10000000  72  1,97    127
58,070            118    56    76  61 0,990  77  4,63 0,380  0,978 10000000  72  1,97    127
59,060            118    59    74  69 0,870  67  4,61 0,360  0,963 10001000  71  1,97    127
59,930            115    58    75  71 0,850  75  5,25 0,430  0,860 10000000  71  1,97    127
60,780            114    59    72  72 0,830  62  4,48 0,360  0,957 10000000  71  1,97    127
61,610            111    59    72  75 0,800  62  4,63 0,360  0,926 10100000  71  1,97    127
62,410            111    59    72  71 0,840  62  4,42 0,360  0,970 10100000  71  1,97    127
63,250            111    59    72  63 0,950  62  3,89 0,360  1,102 10100000  71  1,97    127
64,200            127    64    82  67 0,900  69  4,56 0,360  1,075 10100000  70  1,94    127
65,100            124    63    80  67 0,900  66  4,39 0,360  1,086 10001000  70  1,95    127
66,000            124    62    78  62 0,970  69  4,25 0,370  1,097 10000000  70  1,95    127
66,970            122    60    77  63 0,960  72  4,47 0,350  1,036 10001000  71  1,96    127
67,930            119    59    73  57 1,060  71  3,98 0,360  1,100 10000000  71  1,97    127
68,990            117    55    72  56 1,080  78  4,32 0,360  1,000 10000000  72  1,97    127
70,070            112    54    70  59 1,010  70  4,18 0,360  0,997 10000000  73  1,97    127
71,080            111    53    69  57 1,060  75  4,24 0,370  0,976 10000000  73  1,97    127
72,140            108    52    69  60 1,000  71  4,26 0,360  0,964 10000000  74  1,97    127
73,140            107    54    68  61 0,980  66  4,00 0,350  1,023 10000000  73  1,97    127
74,120            112    53    70  58 1,030  76  4,46 0,370  0,945 10000000  73  1,97    127
75,150            111    54    73  67 0,890  72  4,83 0,360  0,900 10000000  73  1,97    127
76,040            112    57    71  63 0,960  69  4,28 0,360  0,998 10000000  72  1,97    127
77,000            113    56    76  73 0,820  73  5,35 0,370  0,846 10000000  72  1,97    127
77,820            112    59    74  65 0,930  71  4,58 0,360  0,966 10000000  71  1,97    127
78,750            112    57    74  63 0,950  73  4,61 0,360  0,959 10000000  72  1,97    127
79,700            112    58    74  63 0,950  68  4,30 0,350  1,025 10000000  71  1,97    127
80,650            117    59    75  53 1,130  78  4,13 0,360  1,082 10000000  71  1,97    127
81,780            119    57    74  53 1,140  80  4,17 0,370  1,057 10000000  72  1,97    127
82,920            116    56    74  67 0,890  80  5,37 0,370  0,821 10100000  72  1,97    127
83,810            116    56    74  53 1,140  80  4,17 0,370  1,057 10100000  72  1,97    127
84,950            116    56    74  72 0,830  80  5,76 0,370  0,765 10100000  72  1,97    127
85,780            115    58    71  59 1,010  62  3,69 0,360  1,146 10100000  71  1,97    127
86,790            116    54    72  64 0,940  69  4,43 0,360  0,978 10000000  73  1,97    127
87,730            115    56    69  55 1,090  65  3,58 0,360  1,152 10000000  72  1,97    127
88,820            115    52    67  50 1,200  74  3,71 0,370  1,079 10000000  74  1,97    127
90,020            109    50    67  63 0,960  68  4,23 0,350  0,946 10000000  75  1,96    127
90,980            109    53    66  54 1,110  70  3,77 0,370  1,050 10000000  73  1,97    127
92,090            108    50    67  59 1,020  72  4,25 0,380  0,942 10000000  75  1,96    127
93,110            107    53    67  65 0,920  65  4,19 0,340  0,963 10000000  73  1,97    127
94,030            109    54    69  63 0,950  69  4,35 0,370  0,948 10000000  73  1,97    127
94,980            109    54    69  65 0,920  67  4,36 0,360  0,952 10000000  73  1,97    127
95,900            110    55    67  53 1,130  68  3,62 0,350  1,110 10000000  72  1,97    127
97,030            112    51    67  52 1,150  77  3,99 0,370  1,003 10000000  74  1,96    127
98,180            107    50    67  64 0,940  69  4,40 0,360  0,917 10000000  75  1,96    127
99,120            108    54    67  57 1,050  67  3,80 0,360  1,050 10000000  73  1,97    127
100,170           108    51    68  61 0,980  73  4,44 0,380  0,922 10000000  74  1,96    127
101,150           107    54    68  60 1,000  65  3,87 0,350  1,046 10000000  73  1,97    127
102,150           109    54    67  50 1,200  73  3,64 0,370  1,104 10000000  73  1,97    127
103,350           108    51    69  61 0,980  72  4,39 0,370  0,943 10000000  74  1,96    127
104,330           107    55    69  59 1,010  65  3,88 0,360  1,063 10000000  72  1,97    127
