Time            fiSYS fiDIA fiMAP  HR   IBI  SV    CO   EJT    TPR Artifact Zao   Cwk Height
s                mmHg  mmHg  mmHg bpm     s  ml   lpm     s     MU _TPSROD2 mMU    MU   mmHg
0,000           [Res] 21071400  
0,000           [Res] 03483511  
0,000           [Res] BF v3.7   
0,000           [Res] BEATF-MF-2
0,000           [Res] BFmf32-2ch
0,000           [Res] mf-vs-3.21
0,000           [Res] TNOsamples
0,000           [Res] un-delayed
0,000           [Res] sfreq100Hz
0,000           [Res] preschan=1
0,000           [Res] p-site=FIN
0,000           [Res] unfiltered
0,005           [Por] Finger fixed, cuff C2
0,000           [Res] lvl-as-is-
0,000           [Res] calibration 100,0, at 12:37:20.000
0,000           [Res] Start sampling at 12:37:20.00
0,005           [Por] Male     34 y 168 cm  78 kg
0,000           [Res] Female   23 y 173 cm  60 kg
0,000           [Res] hitechan=2
0,000           [Res] markchan=0
0,000           [Res] select=EJT
0,545           [Por] Physiocal  on, Hgt off, C2
203,430           112    66    80  43 1,400  64  2,76 0,370  1,733 10000000  65  2,29    127
204,830           112    65    80  45 1,340  61  2,73 0,370  1,752 10001000  65  2,29    127
206,170           116    67    82  43 1,400  69  2,96 0,370  1,667 10000000  65  2,27    127
207,570           117    68    83  43 1,380  66  2,88 0,350  1,723 10000000  65  2,26    127
208,950           116    68    83  44 1,350  61  2,69 0,310  1,840 10001000  65  2,26    127
210,300           121    70    86  43 1,400  68  2,90 0,310  1,774 10000000  65  2,22    127
211,700           126    71    87  43 1,390  69  2,96 0,310  1,768 10001000  65  2,19    127
213,090           125    72    86  44 1,360  62  2,71 0,340  1,904 10001000  65  2,18    127
214,450           127    72    87  42 1,420  68  2,90 0,310  1,789 10001000  65  2,18    127
215,870           125    71    85  44 1,350  63  2,78 0,340  1,839 10001000  65  2,20    127
217,220           124    72    85  44 1,360  62  2,72 0,340  1,875 10000000  65  2,18    127
218,580           125    70    86  45 1,340  65  2,94 0,350  1,750 10001000  65  2,21    127
219,920           123    71    84  44 1,350  59  2,61 0,360  1,936 10000000  65  2,19    127
221,270           125    70    85  43 1,390  68  2,93 0,350  1,740 10001000  65  2,21    127
222,660           117    69    82  45 1,320  54  2,45 0,350  2,002 10000000  65  2,23    127
223,980           122    69    84  42 1,420  68  2,89 0,360  1,738 10000000  65  2,23    127
225,400           118    67    82  45 1,330  59  2,64 0,360  1,857 10000000  65  2,27    127
226,730           120    69    83  43 1,390  65  2,81 0,370  1,772 10001000  65  2,23    127
228,120           117    67    81  45 1,320  58  2,62 0,360  1,860 10001000  65  2,26    127
229,440           119    68    83  44 1,360  64  2,83 0,350  1,749 10000000  65  2,25    127
230,800           116    67    82  45 1,340  63  2,85 0,370  1,721 10001000  65  2,27    127
232,140           115    68    82  44 1,360  60  2,65 0,360  1,845 10001000  65  2,24    127
233,500           115    68    83  45 1,320  61  2,76 0,360  1,804 10001000  65  2,26    127
234,820           120    70    84  44 1,350  62  2,75 0,350  1,832 10000000  65  2,22    127
236,170           120    69    84  45 1,340  61  2,76 0,340  1,815 10001000  65  2,23    127
237,510           117    69    82  46 1,310  55  2,54 0,360  1,925 10000000  65  2,23    127
238,820           120    68    84  43 1,380  69  2,99 0,360  1,685 10000000  65  2,25    127
240,200           121    69    85  45 1,330  60  2,70 0,350  1,877 10000000  65  2,23    127
241,530           127    72    88  43 1,400  69  2,95 0,330  1,779 10000000  65  2,18    127
242,930           127    72    86  43 1,380  64  2,79 0,350  1,854 10001000  65  2,17    127
244,310           123    72    84  45 1,320  56  2,55 0,340  1,976 10001000  65  2,17    127
245,630           124    71    85  43 1,380  66  2,88 0,350  1,776 10001000  65  2,20    127
247,010           124    71    86  43 1,380  67  2,90 0,350  1,774 10001000  65  2,20    127
248,390           124    71    85  43 1,380  62  2,68 0,340  1,891 10001000  65  2,19    127
249,770           125    71    84  43 1,400  65  2,77 0,350  1,814 10000000  65  2,20    127
251,170           119    68    81  45 1,330  57  2,57 0,350  1,891 10001000  65  2,25    127
252,500           120    67    82  43 1,410  68  2,90 0,350  1,691 10000000  65  2,26    127
253,910           115    66    80  44 1,350  58  2,58 0,350  1,860 10001000  65  2,28    127
255,260           120    67    82  43 1,390  67  2,89 0,350  1,702 10000000  65  2,26    127
256,650           118    66    82  45 1,340  65  2,90 0,350  1,696 10000000  65  2,27    127
257,990           119    69    83  44 1,350  64  2,83 0,340  1,759 10000000  65  2,24    127
259,340           122    68    84  44 1,360  69  3,01 0,360  1,679 10000000  65  2,24    127
260,700           120    69    84  45 1,320  69  3,12 0,360  1,620 10101000  65  2,23    127
262,020           120    69    84  41 1,450  69  2,84 0,360  1,779 10100000  65  2,23    127
263,470           120    69    84  47 1,280  69  3,22 0,360  1,569 10100000  65  2,23    127
264,750           125    69    84  43 1,390  65  2,78 0,350  1,802 10001000  65  2,23    127
266,140           120    68    82  46 1,310  58  2,65 0,340  1,862 10000000  65  2,26    127
